序号,消息id,发送方,消息格式,消息内容,时间
1520,862606100539912,商家,text,券已发放到您的账户「我的优惠券」里啦，24小时内有效，记得使用哦~,2026-06-26 09:42:52.459
1521,862606100539973,买家,text,hello有人吗,2026-06-26 09:49:32.378
1521,862606100540029,买家,text,我拍了卸妆膏，今天能发货吗？寄到青岛市南,2026-06-26 09:49:46.127
1521,862606100540100,商家,text,您好~现货48小时内发出，默认申通，到青岛市南一般3天左右哦,2026-06-26 09:50:21.133
1521,862606100540132,买家,text,能改发顺丰吗，我补差价，无语了,2026-06-26 09:52:21.772
1521,862606100540209,商家,text,可以备注改发顺丰的，差价这边帮您申请免掉，请稍等~,2026-06-26 09:53:36.044
1521,862606100540295,买家,text,好，那我等消息,2026-06-26 09:55:38.175
1521,862606100540379,买家,text,回个话啊,2026-06-26 10:02:24.772
1521,862606100540441,商家,text,好的亲~发出后系统会自动推送单号，感谢您的耐心等待❤,2026-06-26 10:03:12.181
1522,862606100540500,买家,text,在吗？,2026-06-26 10:01:11.715
1522,862606100540597,买家,text,七天无理由是从签收当天算吗？，什么服务态度,2026-06-26 10:01:16.789
1522,862606100540674,买家,text,回个话啊,2026-06-26 10:04:15.233
1522,862606100540736,商家,text,您好，是从签收次日起算7天哦，期间未拆封可直接申请退货，运费险会自动理赔~,2026-06-26 10:04:23.995
1522,862606100540788,买家,text,运费谁出？,2026-06-26 10:05:56.800
1522,862606100540846,商家,text,质量/过敏问题运费我们承担；个人原因退货运费需要您承担哦，有运费险的话会自动理赔~,2026-06-26 10:06:12.156
1523,862606100540916,买家,text,收到的泥膜清洁面膜和我之前专柜买的味道不一样,2026-06-26 10:07:44.369
1523,862606100541008,商家,text,亲，不同批次香味可能有细微差异属正常现象，您可以扫瓶身防伪码验证真伪~,2026-06-26 10:08:36.262
1523,862606100541084,买家,picture,https://img.example.com/buyer/batch/559102.jpg,2026-06-26 10:11:23.949
1523,862606100541165,商家,text,已核对，是官方渠道批次，请放心使用~如仍有疑虑支持七天无理由退货哦,2026-06-26 10:11:55.100
1524,862606100541212,买家,text,上个月买的还能补开发票不,2026-06-26 10:08:30.858
1524,862606100541258,商家,text,在的在的，请讲~,2026-06-26 10:09:50.975
1524,862606100541338,商家,text,3个月内的订单都可以补开哦，把订单号和抬头信息发我，这边帮您提交~,2026-06-26 10:09:57.386
1524,862606100541417,买家,text,好的，信息发你了,2026-06-26 10:11:59.520
1524,862606100541471,商家,text,收到~已帮您提交开票申请，开好后第一时间发送给您，请留意查收哦❤,2026-06-26 10:13:03.886
1525,862606100541547,买家,text,618价格和现在比哪个划算？,2026-06-26 10:35:19.655
1525,862606100541603,商家,text,当前是月度大促价，和618基本持平，还多送赠品，建议趁活动囤哦~,2026-06-26 10:36:35.815
1525,862606100541649,买家,picture,https://img.example.com/buyer/coupon/752433.jpg,2026-06-26 10:36:48.226
1525,862606100541702,商家,text,这张券今天23:59过期，建议尽快下单，这边再帮您申请一个包邮特权~,2026-06-26 10:37:31.385
1525,862606100541795,买家,text,好嘞，那我现在拍,2026-06-26 10:39:37.495
1525,862606100541844,商家,text,好的亲~下单后备注「客服小美」，这边给您优先发货哦❤,2026-06-26 10:40:31.528
1526,862606100541898,买家,text,闺蜜是敏感肌，送什么面膜安全,2026-06-26 10:37:36.225
1526,862606100541965,买家,text,有礼品袋吗,2026-06-26 10:37:39.550
1526,862606100542000,商家,text,敏感肌闭眼入洋甘菊舒缓喷雾，无酒精无香精，医美后也能用的~,2026-06-26 10:38:24.837
1526,862606100542076,商家,text,有的，赠送同色系礼品袋，送礼很有面子哦~,2026-06-26 10:38:36.978
1527,862606100542169,买家,text,首页领的优惠券怎么用不了？,2026-06-26 10:44:07.002
1527,862606100542203,商家,text,亲，麻烦截图发我看下券的使用条件哦，部分券限品类或有门槛金额~,2026-06-26 10:45:00.683
1527,862606100542300,买家,text,好嘞，那我现在拍,2026-06-26 10:47:55.478
1527,862606100542370,商家,text,好的亲~下单后备注「客服小美」，这边给您优先发货哦❤,2026-06-26 10:48:03.867
1528,862606100542425,买家,text,我是敏感肌，能用氨基酸温和洁面乳吗,2026-06-26 10:54:58.438
1528,862606100542499,商家,text,您好，这款针对敏感肌做过测试，肤感清爽不闷，正确用量一般不会闷痘的哦,2026-06-26 10:55:14.381
1528,862606100542577,买家,text,好的，那我下单了,2026-06-26 10:55:38.841
1528,862606100542617,商家,text,好的亲~今天下单还有赠品洁面起泡网哦，感谢支持❤,2026-06-26 10:56:48.681
1529,862606100542673,买家,text,订单20260613376552什么时候发货？都两天了,2026-06-26 10:58:31.188
1529,862606100542765,买家,text,快点回一下,2026-06-26 11:03:44.595
1529,862606100542861,商家,text,亲，已催仓库优先处理您的订单，发出后会短信通知，请留意物流信息~,2026-06-26 11:04:51.418
1529,862606100542939,买家,text,能改发顺丰吗，我补差价，气死我了,2026-06-26 11:05:54.038
1529,862606100542998,商家,text,可以备注改发顺丰的，差价这边帮您申请免掉，请稍等~,2026-06-26 11:07:14.072
1530,862606100543095,买家,text,你们家维C亮肤精华是正品吗？比专柜便宜好多,2026-06-26 11:15:34.208
1530,862606100543153,商家,text,您好~我们是品牌官方授权店铺，支持专柜验货，假一赔十，价格低是因为有平台补贴哦,2026-06-26 11:15:43.215
1530,862606100543205,买家,picture,https://img.example.com/buyer/batch/775035.jpg,2026-06-26 11:18:25.041
1530,862606100543267,买家,text,人呢？？,2026-06-26 11:23:42.816
1530,862606100543323,商家,text,帮您查过啦，这个批次生产日期是2026年4月，保质期到2029年，很新鲜的哦~,2026-06-26 11:24:19.492
1531,862606100543386,买家,text,在吗？,2026-06-26 11:33:38.105
1531,862606100543468,买家,text,刚签收,2026-06-26 11:33:58.905
1531,862606100543516,买家,text,玻尿酸补水精华液泵头按不下去，是不是坏的,2026-06-26 11:34:17.328
1531,862606100543547,买家,picture,https://img.example.com/buyer/damage/174617.jpg,2026-06-26 11:34:32.748
1531,862606100543623,商家,text,非常抱歉给您带来不好的体验！这边已看到图片，先帮您登记核实，一定给您明确的处理结果,2026-06-26 11:35:26.035
1531,862606100543674,买家,text,我不想退了寄来寄去麻烦，能补发一个吗,2026-06-26 11:36:56.429
1531,862606100543706,商家,text,可以补发的！旧的不用寄回，新的今天安排发出，给您添麻烦了非常抱歉,2026-06-26 11:37:32.769
1531,862606100543789,买家,text,好吧，这次给你们个机会,2026-06-26 11:40:22.532
1531,862606100543842,商家,text,好的已登记补发，今天发出后单号会同步给您，感谢您的理解与支持❤,2026-06-26 11:40:56.564
1532,862606100543908,买家,text,在么在么,2026-06-26 11:38:10.747
1532,862606100543943,买家,text,神经酰胺修护面霜用了几次不太合适，能退吗,2026-06-26 11:38:28.929
1532,862606100544025,买家,text,我已经拆封用过两次了也能退？,2026-06-26 11:38:51.509
1532,862606100544086,商家,text,在的呢，您说~,2026-06-26 11:40:15.536
1532,862606100544174,商家,text,您好~支持七天无理由退货（自签收次日起算），未拆封可直接申请，已拆封使用的这边帮您登记专员审核哦,2026-06-26 11:40:35.450
1532,862606100544207,商家,text,过敏或质量问题拆封了也支持退的呢，其他情况拆封使用会影响二次销售，需专员审核，请您理解~,2026-06-26 11:40:41.220
1533,862606100544263,买家,text,双头遮瑕笔里神经酰胺浓度是多少？,2026-06-26 11:48:48.357
1533,862606100544301,商家,text,在的呢，您说~,2026-06-26 11:50:00.489
1533,862606100544366,商家,text,您好~双头遮瑕笔中神经酰胺添加浓度为5%，属于温和有效的浓度区间，耐受后可每天使用哦,2026-06-26 11:50:16.666
1534,862606100544419,买家,text,亲，在不在,2026-06-26 12:25:41.480
1534,862606100544484,买家,text,玻尿酸补水精华液现在有活动吗？,2026-06-26 12:25:46.521
1534,862606100544542,商家,text,您好~本周活动是满299减40，另外收藏加购再送化妆棉一包哦,2026-06-26 12:26:55.696
1535,862606100544588,买家,text,控油清爽乳液和面霜的使用顺序是什么,2026-06-26 12:36:40.907
1535,862606100544643,商家,text,使用顺序：洁面→水→精华→乳/霜→（白天）防晒，质地越轻薄越先用哦~,2026-06-26 12:37:57.623
1535,862606100544698,买家,text,开封后能放多久,2026-06-26 12:38:24.605
1535,862606100544747,商家,text,开封后建议6个月内用完，避光防潮保存，瓶身有开盖保质期标识哦~,2026-06-26 12:39:09.000
1535,862606100544796,买家,text,明白了，谢谢,2026-06-26 12:41:58.116
1535,862606100544860,商家,text,不客气哦~祝您使用愉快，有问题随时来找客服小美❤,2026-06-26 12:42:48.638
1536,862606100544916,买家,text,我有点生气了,2026-06-26 12:43:21.436
1536,862606100544992,买家,text,买的积雪草舒缓修护面膜收到瓶口是坏的，这怎么用？,2026-06-26 12:43:29.908
1536,862606100545040,买家,picture,https://img.example.com/buyer/damage/843164.jpg,2026-06-26 12:43:41.005
1536,862606100545092,买家,text,怎么不回我,2026-06-26 12:49:52.487
1536,862606100545164,商家,text,非常抱歉给您带来不好的体验！这边已看到图片，先帮您登记核实，一定给您明确的处理结果,2026-06-26 12:51:09.870
1536,862606100545249,买家,text,这个月第二次了，你们包装能不能上点心,2026-06-26 12:52:22.829
1536,862606100545321,商家,text,真的非常抱歉！已反馈仓库加强包装，这单给您补发并附赠小样3件套作为补偿，请您消气~,2026-06-26 12:53:50.985
1537,862606100545401,买家,text,你好,2026-06-26 13:09:52.061
1537,862606100545455,买家,text,我拍了多肽紧致眼霜，今天能发货吗？寄到杭州西湖,2026-06-26 13:09:59.611
1537,862606100545500,商家,text,您好~现货48小时内发出，默认申通，到杭州西湖一般4天左右哦,2026-06-26 13:11:03.404
1537,862606100545560,买家,text,别跟我说一般,2026-06-26 13:12:22.645
1537,862606100545601,买家,text,给个准话今天发不发,2026-06-26 13:12:46.826
1537,862606100545666,商家,text,理解您着急的心情，刚和仓库确认过，您的包裹今天一定发出，请放心~,2026-06-26 13:14:10.255
1538,862606100545717,买家,text,积雪草舒缓修护面膜和面霜的使用顺序是什么,2026-06-26 13:30:44.779
1538,862606100545794,买家,text,可以只晚上用吗,2026-06-26 13:31:01.835
1538,862606100545840,商家,text,使用顺序：洁面→水→精华→乳/霜→（白天）防晒，质地越轻薄越先用哦~,2026-06-26 13:31:54.913
1538,862606100545881,商家,text,可以的呢，晚间皮肤吸收更好，只晚上用也完全OK~,2026-06-26 13:32:03.542
1539,862606100545955,买家,text,用了角鲨烷保湿面霜第二天脸上起了小红疹，还有点痒，怎么办,2026-06-26 13:43:50.526
1539,862606100546018,买家,text,那这瓶能退吗，才用了两次,2026-06-26 13:44:02.854
1539,862606100546064,商家,text,您好，先别担心~请立即停用并用清水洁面，避免叠加其他功效产品，如持续加重建议及时就医哦,2026-06-26 13:44:17.049
1539,862606100546146,商家,text,过敏支持退货的呢，麻烦提供皮肤状况照片，这边登记后为您办理退款，运费我们承担~,2026-06-26 13:44:34.643
1539,862606100546201,买家,picture,https://img.example.com/buyer/skin/780541.jpg,2026-06-26 13:44:47.130
1539,862606100546296,商家,text,收到照片啦，已帮您登记过敏售后，退款将在1-3个工作日原路退回，祝您皮肤早日恢复~,2026-06-26 13:45:36.224
1540,862606100546338,买家,text,我是敏感肌，能用虾青素抗氧精华吗,2026-06-26 14:39:49.507
1540,862606100546431,商家,text,您好，这款针对敏感肌做过测试，肤感清爽不闷，正确用量一般不会闷痘的哦,2026-06-26 14:40:43.098
1540,862606100546492,买家,text,换季烂脸期能用吗,2026-06-26 14:41:06.196
1540,862606100546570,商家,text,换季敏感期建议精简护肤，先用舒缓保湿类，等皮肤稳定后再叠加功效型产品~,2026-06-26 14:41:19.529
1541,862606100546666,买家,text,客服客服,2026-06-26 15:02:57.705
1541,862606100546732,买家,text,老客户了,2026-06-26 15:03:03.250
1541,862606100546764,买家,text,美白淡斑精华能给点优惠不,2026-06-26 15:03:23.207
1541,862606100546860,商家,text,在的呢，您说~,2026-06-26 15:03:58.267
1541,862606100546912,商家,text,感谢一直以来的支持！给您申请了老客专属回购礼包，下单自动生效哦,2026-06-26 15:04:11.771
1541,862606100546943,买家,text,那还行，我拍两瓶,2026-06-26 15:05:55.172
1541,862606100547025,商家,text,好嘞~两瓶还能凑到满减，帮您备注优先发货❤,2026-06-26 15:07:17.251
1542,862606100547119,买家,text,亲，在不在,2026-06-26 15:08:24.048
1542,862606100547191,买家,text,洋甘菊舒缓喷雾用了几次不太合适,2026-06-26 15:08:37.240
1542,862606100547231,买家,text,能退吗,2026-06-26 15:08:44.476
1542,862606100547292,商家,text,您好~支持七天无理由退货（自签收次日起算），未拆封可直接申请，已拆封使用的这边帮您登记专员审核哦,2026-06-26 15:08:57.997
1542,862606100547342,买家,text,我已经拆封用过两次了也能退？,2026-06-26 15:09:38.639
1542,862606100547413,商家,text,过敏或质量问题拆封了也支持退的呢，其他情况拆封使用会影响二次销售，需专员审核，请您理解~,2026-06-26 15:10:53.650
1543,862606100547504,买家,text,这个第二件半价的券能和店铺券叠加吗,2026-06-26 15:12:17.918
1543,862606100547601,商家,text,可以叠加的呢！平台券+店铺券+赠品，到手价比日常划算很多，现在入手很合适~,2026-06-26 15:13:44.038
1544,862606100547662,买家,text,在吗,2026-06-26 15:34:03.691
1544,862606100547725,买家,text,帮我看下，敏感肌冬天用双头遮瑕笔合适不,2026-06-26 15:34:13.403
1544,862606100547820,商家,text,亲亲在的哦~,2026-06-26 15:34:56.044
1544,862606100547858,商家,text,您好~双头遮瑕笔配方温和无酒精无香精，敏感肌也可以放心使用哦,2026-06-26 15:35:02.495
1544,862606100547950,买家,text,学生党适合吗,2026-06-26 15:37:55.372
1544,862606100547988,商家,text,适合的，成分温和基础保湿为主，年轻肌肤日常护理完全OK~,2026-06-26 15:38:24.330
